/home/adamm/dist/mysql/bin/mysqld, Version: 5.1.47 (MySQL Community Server (GPL)). started with:
Tcp port: 3307  Unix socket: /home/adamm/dist/mysql/mysqld.sock
Time                 Id Command    Argument
110425 12:03:33	 1346 Query	SHOW FULL TABLES FROM `test` LIKE 'PROBABLYNOT'
		 1347 Query	select activityro0_.activity_id as activity1_15_0_, activityro0_.role_id as role2_0_ from roles_activity activityro0_ where activityro0_.activity_id=216
		 1347 Query	select activityro0_.activity_id as activity1_15_0_, activityro0_.role_id as role2_0_ from roles_activity activityro0_ where activityro0_.activity_id=215
		 1347 Query	select activityro0_.activity_id as activity1_15_0_, activityro0_.role_id as role2_0_ from roles_activity activityro0_ where activityro0_.activity_id=214
		 1347 Query	select activityro0_.activity_id as activity1_15_0_, activityro0_.role_id as role2_0_ from roles_activity activityro0_ where activityro0_.activity_id=151
		 1347 Query	select activityro0_.activity_id as activity1_15_0_, activityro0_.role_id as role2_0_ from roles_activity activityro0_ where activityro0_.activity_id=150
		 1347 Query	select activityro0_.activity_id as activity1_15_0_, activityro0_.role_id as role2_0_ from roles_activity activityro0_ where activityro0_.activity_id=149
		 1347 Query	select activityro0_.activity_id as activity1_15_0_, activityro0_.role_id as role2_0_ from roles_activity activityro0_ where activityro0_.activity_id=148
		 1347 Query	select activityro0_.activity_id as activity1_15_0_, activityro0_.role_id as role2_0_ from roles_activity activityro0_ where activityro0_.activity_id=147
		 1347 Query	select activityro0_.activity_id as activity1_15_0_, activityro0_.role_id as role2_0_ from roles_activity activityro0_ where activityro0_.activity_id=146
		 1347 Query	select activityro0_.activity_id as activity1_15_0_, activityro0_.role_id as role2_0_ from roles_activity activityro0_ where activityro0_.activity_id=145
		 1347 Query	select activityro0_.activity_id as activity1_15_0_, activityro0_.role_id as role2_0_ from roles_activity activityro0_ where activityro0_.activity_id=191
		 1347 Query	select activityro0_.activity_id as activity1_15_0_, activityro0_.role_id as role2_0_ from roles_activity activityro0_ where activityro0_.activity_id=190
		 1347 Query	select activityro0_.activity_id as activity1_15_0_, activityro0_.role_id as role2_0_ from roles_activity activityro0_ where activityro0_.activity_id=188
		 1347 Query	select activityro0_.activity_id as activity1_15_0_, activityro0_.role_id as role2_0_ from roles_activity activityro0_ where activityro0_.activity_id=187
		 1347 Query	select activityro0_.activity_id as activity1_15_0_, activityro0_.role_id as role2_0_ from roles_activity activityro0_ where activityro0_.activity_id=186
		 1347 Query	select activityro0_.activity_id as activity1_15_0_, activityro0_.role_id as role2_0_ from roles_activity activityro0_ where activityro0_.activity_id=185
		 1347 Query	select activityro0_.activity_id as activity1_15_0_, activityro0_.role_id as role2_0_ from roles_activity activityro0_ where activityro0_.activity_id=184
		 1347 Query	select activityro0_.activity_id as activity1_15_0_, activityro0_.role_id as role2_0_ from roles_activity activityro0_ where activityro0_.activity_id=183
		 1347 Query	select activityro0_.activity_id as activity1_15_0_, activityro0_.role_id as role2_0_ from roles_activity activityro0_ where activityro0_.activity_id=182
		 1347 Query	select activityro0_.activity_id as activity1_15_0_, activityro0_.role_id as role2_0_ from roles_activity activityro0_ where activityro0_.activity_id=181
		 1347 Query	select activityro0_.activity_id as activity1_15_0_, activityro0_.role_id as role2_0_ from roles_activity activityro0_ where activityro0_.activity_id=180
		 1347 Query	select activityro0_.activity_id as activity1_15_0_, activityro0_.role_id as role2_0_ from roles_activity activityro0_ where activityro0_.activity_id=140
		 1347 Query	select activityro0_.activity_id as activity1_15_0_, activityro0_.role_id as role2_0_ from roles_activity activityro0_ where activityro0_.activity_id=139
		 1347 Query	select activityro0_.activity_id as activity1_15_0_, activityro0_.role_id as role2_0_ from roles_activity activityro0_ where activityro0_.activity_id=138
		 1347 Query	select activityro0_.activity_id as activity1_15_0_, activityro0_.role_id as role2_0_ from roles_activity activityro0_ where activityro0_.activity_id=137
		 1347 Query	select activityro0_.activity_id as activity1_15_0_, activityro0_.role_id as role2_0_ from roles_activity activityro0_ where activityro0_.activity_id=244
		 1347 Query	select activityro0_.activity_id as activity1_15_0_, activityro0_.role_id as role2_0_ from roles_activity activityro0_ where activityro0_.activity_id=217
		 1347 Query	select activityro0_.activity_id as activity1_15_0_, activityro0_.role_id as role2_0_ from roles_activity activityro0_ where activityro0_.activity_id=189
		 1347 Query	select activityro0_.activity_id as activity1_15_0_, activityro0_.role_id as role2_0_ from roles_activity activityro0_ where activityro0_.activity_id=178
		 1347 Query	select activityro0_.activity_id as activity1_15_0_, activityro0_.role_id as role2_0_ from roles_activity activityro0_ where activityro0_.activity_id=131
		 1347 Query	select activityro0_.activity_id as activity1_15_0_, activityro0_.role_id as role2_0_ from roles_activity activityro0_ where activityro0_.activity_id=120
		 1347 Query	select activityro0_.activity_id as activity1_15_0_, activityro0_.role_id as role2_0_ from roles_activity activityro0_ where activityro0_.activity_id=119
		 1347 Query	select activityro0_.activity_id as activity1_15_0_, activityro0_.role_id as role2_0_ from roles_activity activityro0_ where activityro0_.activity_id=118
		 1347 Query	select activityro0_.activity_id as activity1_15_0_, activityro0_.role_id as role2_0_ from roles_activity activityro0_ where activityro0_.activity_id=116
		 1347 Query	select activityro0_.activity_id as activity1_15_0_, activityro0_.role_id as role2_0_ from roles_activity activityro0_ where activityro0_.activity_id=115
		 1347 Query	select activityro0_.activity_id as activity1_15_0_, activityro0_.role_id as role2_0_ from roles_activity activityro0_ where activityro0_.activity_id=179
		 1347 Query	select activityro0_.activity_id as activity1_15_0_, activityro0_.role_id as role2_0_ from roles_activity activityro0_ where activityro0_.activity_id=129
		 1347 Query	select activityro0_.activity_id as activity1_15_0_, activityro0_.role_id as role2_0_ from roles_activity activityro0_ where activityro0_.activity_id=110
		 1347 Query	select activityro0_.activity_id as activity1_15_0_, activityro0_.role_id as role2_0_ from roles_activity activityro0_ where activityro0_.activity_id=109
		 1347 Query	select activityro0_.activity_id as activity1_15_0_, activityro0_.role_id as role2_0_ from roles_activity activityro0_ where activityro0_.activity_id=108
		 1347 Query	select activityro0_.activity_id as activity1_15_0_, activityro0_.role_id as role2_0_ from roles_activity activityro0_ where activityro0_.activity_id=106
		 1347 Query	select activityro0_.activity_id as activity1_15_0_, activityro0_.role_id as role2_0_ from roles_activity activityro0_ where activityro0_.activity_id=105
		 1347 Query	select activityro0_.activity_id as activity1_15_0_, activityro0_.role_id as role2_0_ from roles_activity activityro0_ where activityro0_.activity_id=104
		 1347 Query	select activityro0_.activity_id as activity1_15_0_, activityro0_.role_id as role2_0_ from roles_activity activityro0_ where activityro0_.activity_id=103
		 1347 Query	select activityro0_.activity_id as activity1_15_0_, activityro0_.role_id as role2_0_ from roles_activity activityro0_ where activityro0_.activity_id=102
		 1347 Query	select activityro0_.activity_id as activity1_15_0_, activityro0_.role_id as role2_0_ from roles_activity activityro0_ where activityro0_.activity_id=101
		 1347 Query	select activityro0_.activity_id as activity1_15_0_, activityro0_.role_id as role2_0_ from roles_activity activityro0_ where activityro0_.activity_id=218
		 1347 Query	select activityro0_.activity_id as activity1_15_0_, activityro0_.role_id as role2_0_ from roles_activity activityro0_ where activityro0_.activity_id=202
		 1347 Query	select activityro0_.activity_id as activity1_15_0_, activityro0_.role_id as role2_0_ from roles_activity activityro0_ where activityro0_.activity_id=113
		 1347 Query	select activityro0_.activity_id as activity1_15_0_, activityro0_.role_id as role2_0_ from roles_activity activityro0_ where activityro0_.activity_id=100
		 1347 Query	select activityro0_.activity_id as activity1_15_0_, activityro0_.role_id as role2_0_ from roles_activity activityro0_ where activityro0_.activity_id=98
		 1347 Query	select activityro0_.activity_id as activity1_15_0_, activityro0_.role_id as role2_0_ from roles_activity activityro0_ where activityro0_.activity_id=97
		 1347 Query	select activityro0_.activity_id as activity1_15_0_, activityro0_.role_id as role2_0_ from roles_activity activityro0_ where activityro0_.activity_id=95
		 1347 Query	select activityro0_.activity_id as activity1_15_0_, activityro0_.role_id as role2_0_ from roles_activity activityro0_ where activityro0_.activity_id=94
		 1347 Query	select activityro0_.activity_id as activity1_15_0_, activityro0_.role_id as role2_0_ from roles_activity activityro0_ where activityro0_.activity_id=195
		 1347 Query	select activityro0_.activity_id as activity1_15_0_, activityro0_.role_id as role2_0_ from roles_activity activityro0_ where activityro0_.activity_id=92
		 1347 Query	select activityro0_.activity_id as activity1_15_0_, activityro0_.role_id as role2_0_ from roles_activity activityro0_ where activityro0_.activity_id=91
		 1347 Query	select activityro0_.activity_id as activity1_15_0_, activityro0_.role_id as role2_0_ from roles_activity activityro0_ where activityro0_.activity_id=209
		 1347 Query	select activityro0_.activity_id as activity1_15_0_, activityro0_.role_id as role2_0_ from roles_activity activityro0_ where activityro0_.activity_id=96
		 1347 Query	select activityro0_.activity_id as activity1_15_0_, activityro0_.role_id as role2_0_ from roles_activity activityro0_ where activityro0_.activity_id=93
		 1347 Query	select activityro0_.activity_id as activity1_15_0_, activityro0_.role_id as role2_0_ from roles_activity activityro0_ where activityro0_.activity_id=90
		 1347 Query	select activityro0_.activity_id as activity1_15_0_, activityro0_.role_id as role2_0_ from roles_activity activityro0_ where activityro0_.activity_id=200
		 1347 Query	select activityro0_.activity_id as activity1_15_0_, activityro0_.role_id as role2_0_ from roles_activity activityro0_ where activityro0_.activity_id=128
		 1347 Query	select activityro0_.activity_id as activity1_15_0_, activityro0_.role_id as role2_0_ from roles_activity activityro0_ where activityro0_.activity_id=127
		 1347 Query	select activityro0_.activity_id as activity1_15_0_, activityro0_.role_id as role2_0_ from roles_activity activityro0_ where activityro0_.activity_id=88
		 1347 Query	select activityro0_.activity_id as activity1_15_0_, activityro0_.role_id as role2_0_ from roles_activity activityro0_ where activityro0_.activity_id=87
		 1347 Query	select activityro0_.activity_id as activity1_15_0_, activityro0_.role_id as role2_0_ from roles_activity activityro0_ where activityro0_.activity_id=86
		 1347 Query	select activityro0_.activity_id as activity1_15_0_, activityro0_.role_id as role2_0_ from roles_activity activityro0_ where activityro0_.activity_id=85
		 1347 Query	select activityro0_.activity_id as activity1_15_0_, activityro0_.role_id as role2_0_ from roles_activity activityro0_ where activityro0_.activity_id=83
		 1347 Query	select activityro0_.activity_id as activity1_15_0_, activityro0_.role_id as role2_0_ from roles_activity activityro0_ where activityro0_.activity_id=82
		 1347 Query	select activityro0_.activity_id as activity1_15_0_, activityro0_.role_id as role2_0_ from roles_activity activityro0_ where activityro0_.activity_id=81
		 1347 Query	select activityro0_.activity_id as activity1_15_0_, activityro0_.role_id as role2_0_ from roles_activity activityro0_ where activityro0_.activity_id=80
		 1347 Query	select activityro0_.activity_id as activity1_15_0_, activityro0_.role_id as role2_0_ from roles_activity activityro0_ where activityro0_.activity_id=79
		 1347 Query	select activityro0_.activity_id as activity1_15_0_, activityro0_.role_id as role2_0_ from roles_activity activityro0_ where activityro0_.activity_id=199
		 1347 Query	select activityro0_.activity_id as activity1_15_0_, activityro0_.role_id as role2_0_ from roles_activity activityro0_ where activityro0_.activity_id=122
		 1347 Query	select activityro0_.activity_id as activity1_15_0_, activityro0_.role_id as role2_0_ from roles_activity activityro0_ where activityro0_.activity_id=77
		 1347 Query	select activityro0_.activity_id as activity1_15_0_, activityro0_.role_id as role2_0_ from roles_activity activityro0_ where activityro0_.activity_id=76
		 1347 Query	select activityro0_.activity_id as activity1_15_0_, activityro0_.role_id as role2_0_ from roles_activity activityro0_ where activityro0_.activity_id=75
		 1347 Query	select activityro0_.activity_id as activity1_15_0_, activityro0_.role_id as role2_0_ from roles_activity activityro0_ where activityro0_.activity_id=74
		 1347 Query	select activityro0_.activity_id as activity1_15_0_, activityro0_.role_id as role2_0_ from roles_activity activityro0_ where activityro0_.activity_id=73
		 1347 Query	select activityro0_.activity_id as activity1_15_0_, activityro0_.role_id as role2_0_ from roles_activity activityro0_ where activityro0_.activity_id=72
		 1347 Query	select activityro0_.activity_id as activity1_15_0_, activityro0_.role_id as role2_0_ from roles_activity activityro0_ where activityro0_.activity_id=71
		 1347 Query	select activityro0_.activity_id as activity1_15_0_, activityro0_.role_id as role2_0_ from roles_activity activityro0_ where activityro0_.activity_id=70
		 1347 Query	select activityro0_.activity_id as activity1_15_0_, activityro0_.role_id as role2_0_ from roles_activity activityro0_ where activityro0_.activity_id=69
		 1347 Query	select activityro0_.activity_id as activity1_15_0_, activityro0_.role_id as role2_0_ from roles_activity activityro0_ where activityro0_.activity_id=68
		 1347 Query	select activityro0_.activity_id as activity1_15_0_, activityro0_.role_id as role2_0_ from roles_activity activityro0_ where activityro0_.activity_id=66
		 1347 Query	select activityro0_.activity_id as activity1_15_0_, activityro0_.role_id as role2_0_ from roles_activity activityro0_ where activityro0_.activity_id=65
		 1347 Query	select activityro0_.activity_id as activity1_15_0_, activityro0_.role_id as role2_0_ from roles_activity activityro0_ where activityro0_.activity_id=64
		 1347 Query	select activityro0_.activity_id as activity1_15_0_, activityro0_.role_id as role2_0_ from roles_activity activityro0_ where activityro0_.activity_id=63
		 1347 Query	select activityro0_.activity_id as activity1_15_0_, activityro0_.role_id as role2_0_ from roles_activity activityro0_ where activityro0_.activity_id=62
		 1347 Query	select activityro0_.activity_id as activity1_15_0_, activityro0_.role_id as role2_0_ from roles_activity activityro0_ where activityro0_.activity_id=61
		 1347 Query	select activityro0_.activity_id as activity1_15_0_, activityro0_.role_id as role2_0_ from roles_activity activityro0_ where activityro0_.activity_id=60
		 1347 Query	select activityro0_.activity_id as activity1_15_0_, activityro0_.role_id as role2_0_ from roles_activity activityro0_ where activityro0_.activity_id=59
		 1347 Query	select activityro0_.activity_id as activity1_15_0_, activityro0_.role_id as role2_0_ from roles_activity activityro0_ where activityro0_.activity_id=58
		 1347 Query	select activityro0_.activity_id as activity1_15_0_, activityro0_.role_id as role2_0_ from roles_activity activityro0_ where activityro0_.activity_id=57
		 1347 Query	select activityro0_.activity_id as activity1_15_0_, activityro0_.role_id as role2_0_ from roles_activity activityro0_ where activityro0_.activity_id=245
		 1347 Query	select activityro0_.activity_id as activity1_15_0_, activityro0_.role_id as role2_0_ from roles_activity activityro0_ where activityro0_.activity_id=208
		 1347 Query	select activityro0_.activity_id as activity1_15_0_, activityro0_.role_id as role2_0_ from roles_activity activityro0_ where activityro0_.activity_id=206
		 1347 Query	select activityro0_.activity_id as activity1_15_0_, activityro0_.role_id as role2_0_ from roles_activity activityro0_ where activityro0_.activity_id=198
		 1347 Query	select activityro0_.activity_id as activity1_15_0_, activityro0_.role_id as role2_0_ from roles_activity activityro0_ where activityro0_.activity_id=126
		 1347 Query	select activityro0_.activity_id as activity1_15_0_, activityro0_.role_id as role2_0_ from roles_activity activityro0_ where activityro0_.activity_id=121
		 1347 Query	select activityro0_.activity_id as activity1_15_0_, activityro0_.role_id as role2_0_ from roles_activity activityro0_ where activityro0_.activity_id=55
		 1347 Query	select activityro0_.activity_id as activity1_15_0_, activityro0_.role_id as role2_0_ from roles_activity activityro0_ where activityro0_.activity_id=54
		 1347 Query	select activityro0_.activity_id as activity1_15_0_, activityro0_.role_id as role2_0_ from roles_activity activityro0_ where activityro0_.activity_id=53
		 1347 Query	select activityro0_.activity_id as activity1_15_0_, activityro0_.role_id as role2_0_ from roles_activity activityro0_ where activityro0_.activity_id=52
		 1347 Query	select activityro0_.activity_id as activity1_15_0_, activityro0_.role_id as role2_0_ from roles_activity activityro0_ where activityro0_.activity_id=51
		 1347 Query	select activityro0_.activity_id as activity1_15_0_, activityro0_.role_id as role2_0_ from roles_activity activityro0_ where activityro0_.activity_id=50
		 1347 Query	select activityro0_.activity_id as activity1_15_0_, activityro0_.role_id as role2_0_ from roles_activity activityro0_ where activityro0_.activity_id=49
		 1347 Query	select activityro0_.activity_id as activity1_15_0_, activityro0_.role_id as role2_0_ from roles_activity activityro0_ where activityro0_.activity_id=48
		 1347 Query	select activityro0_.activity_id as activity1_15_0_, activityro0_.role_id as role2_0_ from roles_activity activityro0_ where activityro0_.activity_id=47
		 1347 Query	select activityro0_.activity_id as activity1_15_0_, activityro0_.role_id as role2_0_ from roles_activity activityro0_ where activityro0_.activity_id=46
		 1347 Query	select activityro0_.activity_id as activity1_15_0_, activityro0_.role_id as role2_0_ from roles_activity activityro0_ where activityro0_.activity_id=44
		 1347 Query	select activityro0_.activity_id as activity1_15_0_, activityro0_.role_id as role2_0_ from roles_activity activityro0_ where activityro0_.activity_id=43
		 1347 Query	select activityro0_.activity_id as activity1_15_0_, activityro0_.role_id as role2_0_ from roles_activity activityro0_ where activityro0_.activity_id=42
		 1347 Query	select activityro0_.activity_id as activity1_15_0_, activityro0_.role_id as role2_0_ from roles_activity activityro0_ where activityro0_.activity_id=41
		 1347 Query	select activityro0_.activity_id as activity1_15_0_, activityro0_.role_id as role2_0_ from roles_activity activityro0_ where activityro0_.activity_id=40
		 1347 Query	select activityro0_.activity_id as activity1_15_0_, activityro0_.role_id as role2_0_ from roles_activity activityro0_ where activityro0_.activity_id=39
		 1347 Query	select activityro0_.activity_id as activity1_15_0_, activityro0_.role_id as role2_0_ from roles_activity activityro0_ where activityro0_.activity_id=38
		 1347 Query	select activityro0_.activity_id as activity1_15_0_, activityro0_.role_id as role2_0_ from roles_activity activityro0_ where activityro0_.activity_id=37
		 1347 Query	select activityro0_.activity_id as activity1_15_0_, activityro0_.role_id as role2_0_ from roles_activity activityro0_ where activityro0_.activity_id=36
		 1347 Query	select activityro0_.activity_id as activity1_15_0_, activityro0_.role_id as role2_0_ from roles_activity activityro0_ where activityro0_.activity_id=35
		 1347 Query	select activityro0_.activity_id as activity1_15_0_, activityro0_.role_id as role2_0_ from roles_activity activityro0_ where activityro0_.activity_id=78
		 1347 Query	select activityro0_.activity_id as activity1_15_0_, activityro0_.role_id as role2_0_ from roles_activity activityro0_ where activityro0_.activity_id=56
		 1347 Query	select activityro0_.activity_id as activity1_15_0_, activityro0_.role_id as role2_0_ from roles_activity activityro0_ where activityro0_.activity_id=34
		 1347 Query	select activityro0_.activity_id as activity1_15_0_, activityro0_.role_id as role2_0_ from roles_activity activityro0_ where activityro0_.activity_id=25
		 1347 Query	select activityro0_.activity_id as activity1_15_0_, activityro0_.role_id as role2_0_ from roles_activity activityro0_ where activityro0_.activity_id=24
		 1347 Query	select activityro0_.activity_id as activity1_15_0_, activityro0_.role_id as role2_0_ from roles_activity activityro0_ where activityro0_.activity_id=23
		 1347 Query	select activityro0_.activity_id as activity1_15_0_, activityro0_.role_id as role2_0_ from roles_activity activityro0_ where activityro0_.activity_id=194
		 1347 Query	select activityro0_.activity_id as activity1_15_0_, activityro0_.role_id as role2_0_ from roles_activity activityro0_ where activityro0_.activity_id=135
		 1347 Query	select activityro0_.activity_id as activity1_15_0_, activityro0_.role_id as role2_0_ from roles_activity activityro0_ where activityro0_.activity_id=21
		 1347 Query	select activityro0_.activity_id as activity1_15_0_, activityro0_.role_id as role2_0_ from roles_activity activityro0_ where activityro0_.activity_id=20
		 1347 Query	select activityro0_.activity_id as activity1_15_0_, activityro0_.role_id as role2_0_ from roles_activity activityro0_ where activityro0_.activity_id=19
		 1347 Query	select activityro0_.activity_id as activity1_15_0_, activityro0_.role_id as role2_0_ from roles_activity activityro0_ where activityro0_.activity_id=22
		 1347 Query	select activityro0_.activity_id as activity1_15_0_, activityro0_.role_id as role2_0_ from roles_activity activityro0_ where activityro0_.activity_id=18
		 1347 Query	select activityro0_.activity_id as activity1_15_0_, activityro0_.role_id as role2_0_ from roles_activity activityro0_ where activityro0_.activity_id=16
		 1347 Query	select activityro0_.activity_id as activity1_15_0_, activityro0_.role_id as role2_0_ from roles_activity activityro0_ where activityro0_.activity_id=15
		 1347 Query	select activityro0_.activity_id as activity1_15_0_, activityro0_.role_id as role2_0_ from roles_activity activityro0_ where activityro0_.activity_id=193
		 1347 Query	select activityro0_.activity_id as activity1_15_0_, activityro0_.role_id as role2_0_ from roles_activity activityro0_ where activityro0_.activity_id=14
		 1347 Query	select activityro0_.activity_id as activity1_15_0_, activityro0_.role_id as role2_0_ from roles_activity activityro0_ where activityro0_.activity_id=10
		 1347 Query	select activityro0_.activity_id as activity1_15_0_, activityro0_.role_id as role2_0_ from roles_activity activityro0_ where activityro0_.activity_id=9
		 1347 Query	select activityro0_.activity_id as activity1_15_0_, activityro0_.role_id as role2_0_ from roles_activity activityro0_ where activityro0_.activity_id=7
		 1347 Query	select activityro0_.activity_id as activity1_15_0_, activityro0_.role_id as role2_0_ from roles_activity activityro0_ where activityro0_.activity_id=6
		 1347 Query	select activityro0_.activity_id as activity1_15_0_, activityro0_.role_id as role2_0_ from roles_activity activityro0_ where activityro0_.activity_id=4
		 1347 Query	select activityro0_.activity_id as activity1_15_0_, activityro0_.role_id as role2_0_ from roles_activity activityro0_ where activityro0_.activity_id=3
		 1347 Query	select activityro0_.activity_id as activity1_15_0_, activityro0_.role_id as role2_0_ from roles_activity activityro0_ where activityro0_.activity_id=235
		 1347 Query	select activityro0_.activity_id as activity1_15_0_, activityro0_.role_id as role2_0_ from roles_activity activityro0_ where activityro0_.activity_id=219
		 1347 Query	select activityro0_.activity_id as activity1_15_0_, activityro0_.role_id as role2_0_ from roles_activity activityro0_ where activityro0_.activity_id=8
		 1347 Query	select activityro0_.activity_id as activity1_15_0_, activityro0_.role_id as role2_0_ from roles_activity activityro0_ where activityro0_.activity_id=5
		 1347 Query	select activityro0_.activity_id as activity1_15_0_, activityro0_.role_id as role2_0_ from roles_activity activityro0_ where activityro0_.activity_id=2
		 1347 Query	select activityro0_.activity_id as activity1_15_0_, activityro0_.role_id as role2_0_ from roles_activity activityro0_ where activityro0_.activity_id=227
		 1347 Query	select activityro0_.activity_id as activity1_15_0_, activityro0_.role_id as role2_0_ from roles_activity activityro0_ where activityro0_.activity_id=203
		 1347 Query	select activityro0_.activity_id as activity1_15_0_, activityro0_.role_id as role2_0_ from roles_activity activityro0_ where activityro0_.activity_id=196
		 1347 Query	select activityro0_.activity_id as activity1_15_0_, activityro0_.role_id as role2_0_ from roles_activity activityro0_ where activityro0_.activity_id=141
		 1347 Query	select activityro0_.activity_id as activity1_15_0_, activityro0_.role_id as role2_0_ from roles_activity activityro0_ where activityro0_.activity_id=136
		 1347 Query	select activityro0_.activity_id as activity1_15_0_, activityro0_.role_id as role2_0_ from roles_activity activityro0_ where activityro0_.activity_id=99
		 1347 Query	select activityro0_.activity_id as activity1_15_0_, activityro0_.role_id as role2_0_ from roles_activity activityro0_ where activityro0_.activity_id=89
		 1347 Query	select activityro0_.activity_id as activity1_15_0_, activityro0_.role_id as role2_0_ from roles_activity activityro0_ where activityro0_.activity_id=33
		 1347 Query	select activityro0_.activity_id as activity1_15_0_, activityro0_.role_id as role2_0_ from roles_activity activityro0_ where activityro0_.activity_id=17
		 1347 Query	select activityro0_.activity_id as activity1_15_0_, activityro0_.role_id as role2_0_ from roles_activity activityro0_ where activityro0_.activity_id=13
		 1347 Query	select activityro0_.activity_id as activity1_15_0_, activityro0_.role_id as role2_0_ from roles_activity activityro0_ where activityro0_.activity_id=1
		 1347 Query	select activityen0_.activity_id as activity1_15_, activityen0_.parent_id as parent2_15_, activityen0_.activity_name_lookup_id as activity3_15_, activityen0_.description_lookup_id as descript4_15_ from activity activityen0_ order by activityen0_.activity_id
110425 12:03:48	 1347 Query	select paymenttyp0_.payment_type_id as payment1_118_, paymenttyp0_.payment_type_lookup_id as payment2_118_ from payment_type paymenttyp0_
		 1347 Query	select lookupvalu0_.lookup_id as lookup1_115_0_, lookupvalu0_.lookup_name as lookup2_115_0_, lookupvalu0_.entity_id as entity3_115_0_ from lookup_value lookupvalu0_ where lookupvalu0_.lookup_id=177
		 1347 Query	select lookupvalu0_.lookup_id as lookup2_115_1_, lookupvalu0_.lookup_value_id as lookup1_1_, lookupvalu0_.lookup_value_id as lookup1_116_0_, lookupvalu0_.lookup_id as lookup2_116_0_, lookupvalu0_.lookup_value as lookup3_116_0_, lookupvalu0_.locale_id as locale4_116_0_ from lookup_value_locale lookupvalu0_ where lookupvalu0_.lookup_id=177
		 1347 Query	select lookupvalu0_.lookup_id as lookup1_115_0_, lookupvalu0_.lookup_name as lookup2_115_0_, lookupvalu0_.entity_id as entity3_115_0_ from lookup_value lookupvalu0_ where lookupvalu0_.lookup_id=179
		 1347 Query	select lookupvalu0_.lookup_id as lookup2_115_1_, lookupvalu0_.lookup_value_id as lookup1_1_, lookupvalu0_.lookup_value_id as lookup1_116_0_, lookupvalu0_.lookup_id as lookup2_116_0_, lookupvalu0_.lookup_value as lookup3_116_0_, lookupvalu0_.locale_id as locale4_116_0_ from lookup_value_locale lookupvalu0_ where lookupvalu0_.lookup_id=179
		 1347 Query	select lookupvalu0_.lookup_id as lookup1_115_0_, lookupvalu0_.lookup_name as lookup2_115_0_, lookupvalu0_.entity_id as entity3_115_0_ from lookup_value lookupvalu0_ where lookupvalu0_.lookup_id=180
		 1347 Query	select lookupvalu0_.lookup_id as lookup2_115_1_, lookupvalu0_.lookup_value_id as lookup1_1_, lookupvalu0_.lookup_value_id as lookup1_116_0_, lookupvalu0_.lookup_id as lookup2_116_0_, lookupvalu0_.lookup_value as lookup3_116_0_, lookupvalu0_.locale_id as locale4_116_0_ from lookup_value_locale lookupvalu0_ where lookupvalu0_.lookup_id=180
		 1347 Query	select officebo0_.office_id as col_0_0_, officebo0_.display_name as col_1_0_, officebo0_.office_level_id as col_2_0_, officebo0_.version_no as col_3_0_ from office officebo0_ where officebo0_.office_level_id=5 and officebo0_.status_id=1 and (officebo0_.search_id='1.1.' or officebo0_.search_id like '1.1.%.') order by officebo0_.display_name
110425 12:03:49	 1347 Query	select lookupenti0_.entity_id as col_0_0_, lookuplabe1_.locale_id as col_1_0_, lookuplabe1_.entity_name as col_2_0_ from lookup_entity lookupenti0_ cross join lookup_label lookuplabe1_ where lookupenti0_.entity_id=lookuplabe1_.entity_id and lookupenti0_.entity_name='Personnel.Office'
		 1347 Query	select lookupvalu0_.lookup_id as col_0_0_, lookupvalu0_.lookup_name as col_1_0_, lookupvalu0_.lookup_name as col_2_0_ from lookup_value lookupvalu0_ cross join lookup_entity lookupenti1_ where lookupenti1_.entity_name='Personnel.Office' and lookupvalu0_.entity_id=lookupenti1_.entity_id
110425 12:03:50	 1351 Query	SHOW FULL TABLES FROM `test` LIKE 'PROBABLYNOT'
110425 12:03:51	 1349 Query	SHOW FULL TABLES FROM `test` LIKE 'PROBABLYNOT'
		 1352 Query	SHOW FULL TABLES FROM `test` LIKE 'PROBABLYNOT'
		 1348 Query	SHOW FULL TABLES FROM `test` LIKE 'PROBABLYNOT'
		 1350 Query	SHOW FULL TABLES FROM `test` LIKE 'PROBABLYNOT'
110425 12:03:52	 1347 Query	select personnelb0_.personnel_id as personnel1_18_, personnelb0_.version_no as version13_18_, personnelb0_.level_id as level10_18_, personnelb0_.office_id as office6_18_, personnelb0_.preferred_locale as preferred5_18_, personnelb0_.global_personnel_num as global14_18_, personnelb0_.display_name as display2_18_, personnelb0_.personnel_status as personnel9_18_, personnelb0_.title as title18_, personnelb0_.search_id as search16_18_, personnelb0_.max_child_count as max17_18_, personnelb0_.password as password18_, personnelb0_.login_name as login3_18_, personnelb0_.email_id as email18_18_, personnelb0_.password_changed as password8_18_, personnelb0_.created_by as created19_18_, personnelb0_.created_date as created20_18_, personnelb0_.updated_by as updated21_18_, personnelb0_.updated_date as updated22_18_, personnelb0_.last_login as last12_18_, personnelb0_.locked as locked18_, personnelb0_.no_of_tries as no7_18_ from personnel personnelb0_ where personnelb0_.personnel_id=1
		 1347 Query	select personnell0_.level_id as level1_31_0_, personnell0_.interaction_flag as interact2_31_0_, personnell0_.level_name_id as level3_31_0_, personnell0_.parent_level_id as parent4_31_0_ from personnel_level personnell0_ where personnell0_.level_id=2
