/home/adamm/dist/mysql/bin/mysqld, Version: 5.1.47 (MySQL Community Server (GPL)). started with:
Tcp port: 3307  Unix socket: /home/adamm/dist/mysql/mysqld.sock
Time                 Id Command    Argument
110421 12:14:56	 1260 Query	SET SESSION TRANSACTION ISOLATION LEVEL READ COMMITTED
		 1260 Query	select activityro0_.activity_id as activity1_13_0_, activityro0_.role_id as role2_0_ from roles_activity activityro0_ where activityro0_.activity_id=87
		 1260 Query	select activityro0_.activity_id as activity1_13_0_, activityro0_.role_id as role2_0_ from roles_activity activityro0_ where activityro0_.activity_id=86
		 1260 Query	select activityro0_.activity_id as activity1_13_0_, activityro0_.role_id as role2_0_ from roles_activity activityro0_ where activityro0_.activity_id=85
		 1260 Query	select activityro0_.activity_id as activity1_13_0_, activityro0_.role_id as role2_0_ from roles_activity activityro0_ where activityro0_.activity_id=83
		 1260 Query	select activityro0_.activity_id as activity1_13_0_, activityro0_.role_id as role2_0_ from roles_activity activityro0_ where activityro0_.activity_id=82
		 1260 Query	select activityro0_.activity_id as activity1_13_0_, activityro0_.role_id as role2_0_ from roles_activity activityro0_ where activityro0_.activity_id=81
		 1260 Query	select activityro0_.activity_id as activity1_13_0_, activityro0_.role_id as role2_0_ from roles_activity activityro0_ where activityro0_.activity_id=80
		 1260 Query	select activityro0_.activity_id as activity1_13_0_, activityro0_.role_id as role2_0_ from roles_activity activityro0_ where activityro0_.activity_id=79
		 1260 Query	select activityro0_.activity_id as activity1_13_0_, activityro0_.role_id as role2_0_ from roles_activity activityro0_ where activityro0_.activity_id=199
		 1260 Query	select activityro0_.activity_id as activity1_13_0_, activityro0_.role_id as role2_0_ from roles_activity activityro0_ where activityro0_.activity_id=122
		 1260 Query	select activityro0_.activity_id as activity1_13_0_, activityro0_.role_id as role2_0_ from roles_activity activityro0_ where activityro0_.activity_id=77
		 1260 Query	select activityro0_.activity_id as activity1_13_0_, activityro0_.role_id as role2_0_ from roles_activity activityro0_ where activityro0_.activity_id=76
		 1260 Query	select activityro0_.activity_id as activity1_13_0_, activityro0_.role_id as role2_0_ from roles_activity activityro0_ where activityro0_.activity_id=75
		 1260 Query	select activityro0_.activity_id as activity1_13_0_, activityro0_.role_id as role2_0_ from roles_activity activityro0_ where activityro0_.activity_id=74
		 1260 Query	select activityro0_.activity_id as activity1_13_0_, activityro0_.role_id as role2_0_ from roles_activity activityro0_ where activityro0_.activity_id=73
		 1260 Query	select activityro0_.activity_id as activity1_13_0_, activityro0_.role_id as role2_0_ from roles_activity activityro0_ where activityro0_.activity_id=72
		 1260 Query	select activityro0_.activity_id as activity1_13_0_, activityro0_.role_id as role2_0_ from roles_activity activityro0_ where activityro0_.activity_id=71
		 1260 Query	select activityro0_.activity_id as activity1_13_0_, activityro0_.role_id as role2_0_ from roles_activity activityro0_ where activityro0_.activity_id=70
		 1260 Query	select activityro0_.activity_id as activity1_13_0_, activityro0_.role_id as role2_0_ from roles_activity activityro0_ where activityro0_.activity_id=69
		 1260 Query	select activityro0_.activity_id as activity1_13_0_, activityro0_.role_id as role2_0_ from roles_activity activityro0_ where activityro0_.activity_id=68
		 1260 Query	select activityro0_.activity_id as activity1_13_0_, activityro0_.role_id as role2_0_ from roles_activity activityro0_ where activityro0_.activity_id=66
		 1260 Query	select activityro0_.activity_id as activity1_13_0_, activityro0_.role_id as role2_0_ from roles_activity activityro0_ where activityro0_.activity_id=65
		 1260 Query	select activityro0_.activity_id as activity1_13_0_, activityro0_.role_id as role2_0_ from roles_activity activityro0_ where activityro0_.activity_id=64
		 1260 Query	select activityro0_.activity_id as activity1_13_0_, activityro0_.role_id as role2_0_ from roles_activity activityro0_ where activityro0_.activity_id=63
		 1260 Query	select activityro0_.activity_id as activity1_13_0_, activityro0_.role_id as role2_0_ from roles_activity activityro0_ where activityro0_.activity_id=62
		 1260 Query	select activityro0_.activity_id as activity1_13_0_, activityro0_.role_id as role2_0_ from roles_activity activityro0_ where activityro0_.activity_id=61
		 1260 Query	select activityro0_.activity_id as activity1_13_0_, activityro0_.role_id as role2_0_ from roles_activity activityro0_ where activityro0_.activity_id=60
		 1260 Query	select activityro0_.activity_id as activity1_13_0_, activityro0_.role_id as role2_0_ from roles_activity activityro0_ where activityro0_.activity_id=59
		 1260 Query	select activityro0_.activity_id as activity1_13_0_, activityro0_.role_id as role2_0_ from roles_activity activityro0_ where activityro0_.activity_id=58
		 1260 Query	select activityro0_.activity_id as activity1_13_0_, activityro0_.role_id as role2_0_ from roles_activity activityro0_ where activityro0_.activity_id=57
		 1260 Query	select activityro0_.activity_id as activity1_13_0_, activityro0_.role_id as role2_0_ from roles_activity activityro0_ where activityro0_.activity_id=208
		 1260 Query	select activityro0_.activity_id as activity1_13_0_, activityro0_.role_id as role2_0_ from roles_activity activityro0_ where activityro0_.activity_id=206
		 1260 Query	select activityro0_.activity_id as activity1_13_0_, activityro0_.role_id as role2_0_ from roles_activity activityro0_ where activityro0_.activity_id=198
		 1260 Query	select activityro0_.activity_id as activity1_13_0_, activityro0_.role_id as role2_0_ from roles_activity activityro0_ where activityro0_.activity_id=126
		 1260 Query	select activityro0_.activity_id as activity1_13_0_, activityro0_.role_id as role2_0_ from roles_activity activityro0_ where activityro0_.activity_id=121
		 1260 Query	select activityro0_.activity_id as activity1_13_0_, activityro0_.role_id as role2_0_ from roles_activity activityro0_ where activityro0_.activity_id=55
		 1260 Query	select activityro0_.activity_id as activity1_13_0_, activityro0_.role_id as role2_0_ from roles_activity activityro0_ where activityro0_.activity_id=54
		 1260 Query	select activityro0_.activity_id as activity1_13_0_, activityro0_.role_id as role2_0_ from roles_activity activityro0_ where activityro0_.activity_id=53
		 1260 Query	select activityro0_.activity_id as activity1_13_0_, activityro0_.role_id as role2_0_ from roles_activity activityro0_ where activityro0_.activity_id=52
		 1260 Query	select activityro0_.activity_id as activity1_13_0_, activityro0_.role_id as role2_0_ from roles_activity activityro0_ where activityro0_.activity_id=51
		 1260 Query	select activityro0_.activity_id as activity1_13_0_, activityro0_.role_id as role2_0_ from roles_activity activityro0_ where activityro0_.activity_id=50
		 1260 Query	select activityro0_.activity_id as activity1_13_0_, activityro0_.role_id as role2_0_ from roles_activity activityro0_ where activityro0_.activity_id=49
		 1260 Query	select activityro0_.activity_id as activity1_13_0_, activityro0_.role_id as role2_0_ from roles_activity activityro0_ where activityro0_.activity_id=48
		 1260 Query	select activityro0_.activity_id as activity1_13_0_, activityro0_.role_id as role2_0_ from roles_activity activityro0_ where activityro0_.activity_id=47
		 1260 Query	select activityro0_.activity_id as activity1_13_0_, activityro0_.role_id as role2_0_ from roles_activity activityro0_ where activityro0_.activity_id=46
		 1260 Query	select activityro0_.activity_id as activity1_13_0_, activityro0_.role_id as role2_0_ from roles_activity activityro0_ where activityro0_.activity_id=44
		 1260 Query	select activityro0_.activity_id as activity1_13_0_, activityro0_.role_id as role2_0_ from roles_activity activityro0_ where activityro0_.activity_id=43
		 1260 Query	select activityro0_.activity_id as activity1_13_0_, activityro0_.role_id as role2_0_ from roles_activity activityro0_ where activityro0_.activity_id=42
		 1260 Query	select activityro0_.activity_id as activity1_13_0_, activityro0_.role_id as role2_0_ from roles_activity activityro0_ where activityro0_.activity_id=41
		 1260 Query	select activityro0_.activity_id as activity1_13_0_, activityro0_.role_id as role2_0_ from roles_activity activityro0_ where activityro0_.activity_id=40
		 1260 Query	select activityro0_.activity_id as activity1_13_0_, activityro0_.role_id as role2_0_ from roles_activity activityro0_ where activityro0_.activity_id=39
		 1260 Query	select activityro0_.activity_id as activity1_13_0_, activityro0_.role_id as role2_0_ from roles_activity activityro0_ where activityro0_.activity_id=38
		 1260 Query	select activityro0_.activity_id as activity1_13_0_, activityro0_.role_id as role2_0_ from roles_activity activityro0_ where activityro0_.activity_id=37
		 1260 Query	select activityro0_.activity_id as activity1_13_0_, activityro0_.role_id as role2_0_ from roles_activity activityro0_ where activityro0_.activity_id=36
		 1260 Query	select activityro0_.activity_id as activity1_13_0_, activityro0_.role_id as role2_0_ from roles_activity activityro0_ where activityro0_.activity_id=35
		 1260 Query	select activityro0_.activity_id as activity1_13_0_, activityro0_.role_id as role2_0_ from roles_activity activityro0_ where activityro0_.activity_id=78
		 1260 Query	select activityro0_.activity_id as activity1_13_0_, activityro0_.role_id as role2_0_ from roles_activity activityro0_ where activityro0_.activity_id=56
		 1260 Query	select activityro0_.activity_id as activity1_13_0_, activityro0_.role_id as role2_0_ from roles_activity activityro0_ where activityro0_.activity_id=34
		 1260 Query	select activityro0_.activity_id as activity1_13_0_, activityro0_.role_id as role2_0_ from roles_activity activityro0_ where activityro0_.activity_id=25
		 1260 Query	select activityro0_.activity_id as activity1_13_0_, activityro0_.role_id as role2_0_ from roles_activity activityro0_ where activityro0_.activity_id=24
		 1260 Query	select activityro0_.activity_id as activity1_13_0_, activityro0_.role_id as role2_0_ from roles_activity activityro0_ where activityro0_.activity_id=23
		 1260 Query	select activityro0_.activity_id as activity1_13_0_, activityro0_.role_id as role2_0_ from roles_activity activityro0_ where activityro0_.activity_id=194
		 1260 Query	select activityro0_.activity_id as activity1_13_0_, activityro0_.role_id as role2_0_ from roles_activity activityro0_ where activityro0_.activity_id=135
		 1260 Query	select activityro0_.activity_id as activity1_13_0_, activityro0_.role_id as role2_0_ from roles_activity activityro0_ where activityro0_.activity_id=21
		 1260 Query	select activityro0_.activity_id as activity1_13_0_, activityro0_.role_id as role2_0_ from roles_activity activityro0_ where activityro0_.activity_id=20
		 1260 Query	select activityro0_.activity_id as activity1_13_0_, activityro0_.role_id as role2_0_ from roles_activity activityro0_ where activityro0_.activity_id=19
		 1260 Query	select activityro0_.activity_id as activity1_13_0_, activityro0_.role_id as role2_0_ from roles_activity activityro0_ where activityro0_.activity_id=22
		 1260 Query	select activityro0_.activity_id as activity1_13_0_, activityro0_.role_id as role2_0_ from roles_activity activityro0_ where activityro0_.activity_id=18
		 1260 Query	select activityro0_.activity_id as activity1_13_0_, activityro0_.role_id as role2_0_ from roles_activity activityro0_ where activityro0_.activity_id=16
		 1260 Query	select activityro0_.activity_id as activity1_13_0_, activityro0_.role_id as role2_0_ from roles_activity activityro0_ where activityro0_.activity_id=15
		 1260 Query	select activityro0_.activity_id as activity1_13_0_, activityro0_.role_id as role2_0_ from roles_activity activityro0_ where activityro0_.activity_id=193
		 1260 Query	select activityro0_.activity_id as activity1_13_0_, activityro0_.role_id as role2_0_ from roles_activity activityro0_ where activityro0_.activity_id=14
		 1260 Query	select activityro0_.activity_id as activity1_13_0_, activityro0_.role_id as role2_0_ from roles_activity activityro0_ where activityro0_.activity_id=10
		 1260 Query	select activityro0_.activity_id as activity1_13_0_, activityro0_.role_id as role2_0_ from roles_activity activityro0_ where activityro0_.activity_id=9
		 1260 Query	select activityro0_.activity_id as activity1_13_0_, activityro0_.role_id as role2_0_ from roles_activity activityro0_ where activityro0_.activity_id=7
		 1260 Query	select activityro0_.activity_id as activity1_13_0_, activityro0_.role_id as role2_0_ from roles_activity activityro0_ where activityro0_.activity_id=6
		 1260 Query	select activityro0_.activity_id as activity1_13_0_, activityro0_.role_id as role2_0_ from roles_activity activityro0_ where activityro0_.activity_id=4
		 1260 Query	select activityro0_.activity_id as activity1_13_0_, activityro0_.role_id as role2_0_ from roles_activity activityro0_ where activityro0_.activity_id=3
		 1260 Query	select activityro0_.activity_id as activity1_13_0_, activityro0_.role_id as role2_0_ from roles_activity activityro0_ where activityro0_.activity_id=235
		 1260 Query	select activityro0_.activity_id as activity1_13_0_, activityro0_.role_id as role2_0_ from roles_activity activityro0_ where activityro0_.activity_id=219
		 1260 Query	select activityro0_.activity_id as activity1_13_0_, activityro0_.role_id as role2_0_ from roles_activity activityro0_ where activityro0_.activity_id=8
		 1260 Query	select activityro0_.activity_id as activity1_13_0_, activityro0_.role_id as role2_0_ from roles_activity activityro0_ where activityro0_.activity_id=5
		 1260 Query	select activityro0_.activity_id as activity1_13_0_, activityro0_.role_id as role2_0_ from roles_activity activityro0_ where activityro0_.activity_id=2
		 1260 Query	select activityro0_.activity_id as activity1_13_0_, activityro0_.role_id as role2_0_ from roles_activity activityro0_ where activityro0_.activity_id=227
		 1260 Query	select activityro0_.activity_id as activity1_13_0_, activityro0_.role_id as role2_0_ from roles_activity activityro0_ where activityro0_.activity_id=203
		 1260 Query	select activityro0_.activity_id as activity1_13_0_, activityro0_.role_id as role2_0_ from roles_activity activityro0_ where activityro0_.activity_id=196
		 1260 Query	select activityro0_.activity_id as activity1_13_0_, activityro0_.role_id as role2_0_ from roles_activity activityro0_ where activityro0_.activity_id=141
		 1260 Query	select activityro0_.activity_id as activity1_13_0_, activityro0_.role_id as role2_0_ from roles_activity activityro0_ where activityro0_.activity_id=136
		 1260 Query	select activityro0_.activity_id as activity1_13_0_, activityro0_.role_id as role2_0_ from roles_activity activityro0_ where activityro0_.activity_id=99
		 1260 Query	select activityro0_.activity_id as activity1_13_0_, activityro0_.role_id as role2_0_ from roles_activity activityro0_ where activityro0_.activity_id=89
		 1260 Query	select activityro0_.activity_id as activity1_13_0_, activityro0_.role_id as role2_0_ from roles_activity activityro0_ where activityro0_.activity_id=33
		 1260 Query	select activityro0_.activity_id as activity1_13_0_, activityro0_.role_id as role2_0_ from roles_activity activityro0_ where activityro0_.activity_id=17
		 1260 Query	select activityro0_.activity_id as activity1_13_0_, activityro0_.role_id as role2_0_ from roles_activity activityro0_ where activityro0_.activity_id=13
		 1260 Query	select activityro0_.activity_id as activity1_13_0_, activityro0_.role_id as role2_0_ from roles_activity activityro0_ where activityro0_.activity_id=1
		 1260 Query	select activityen0_.activity_id as activity1_13_, activityen0_.parent_id as parent2_13_, activityen0_.activity_name_lookup_id as activity3_13_, activityen0_.description_lookup_id as descript4_13_ from activity activityen0_ order by activityen0_.activity_id
110421 12:15:01	 1260 Query	rollback
		 1260 Query	SET autocommit=1
		 1260 Query	SET SESSION TRANSACTION ISOLATION LEVEL REPEATABLE READ
110421 12:15:03	 1260 Query	SET SESSION TRANSACTION ISOLATION LEVEL READ COMMITTED
		 1260 Query	SET autocommit=0
		 1260 Query	select paymenttyp0_.payment_type_id as payment1_114_, paymenttyp0_.payment_type_lookup_id as payment2_114_ from payment_type paymenttyp0_
		 1260 Query	select lookupvalu0_.lookup_id as lookup1_111_0_, lookupvalu0_.lookup_name as lookup2_111_0_, lookupvalu0_.entity_id as entity3_111_0_ from lookup_value lookupvalu0_ where lookupvalu0_.lookup_id=177
		 1260 Query	select lookupvalu0_.lookup_id as lookup2_111_1_, lookupvalu0_.lookup_value_id as lookup1_1_, lookupvalu0_.lookup_value_id as lookup1_112_0_, lookupvalu0_.lookup_id as lookup2_112_0_, lookupvalu0_.lookup_value as lookup3_112_0_, lookupvalu0_.locale_id as locale4_112_0_ from lookup_value_locale lookupvalu0_ where lookupvalu0_.lookup_id=177
		 1260 Query	select lookupvalu0_.lookup_id as lookup1_111_0_, lookupvalu0_.lookup_name as lookup2_111_0_, lookupvalu0_.entity_id as entity3_111_0_ from lookup_value lookupvalu0_ where lookupvalu0_.lookup_id=179
		 1260 Query	select lookupvalu0_.lookup_id as lookup2_111_1_, lookupvalu0_.lookup_value_id as lookup1_1_, lookupvalu0_.lookup_value_id as lookup1_112_0_, lookupvalu0_.lookup_id as lookup2_112_0_, lookupvalu0_.lookup_value as lookup3_112_0_, lookupvalu0_.locale_id as locale4_112_0_ from lookup_value_locale lookupvalu0_ where lookupvalu0_.lookup_id=179
		 1260 Query	select lookupvalu0_.lookup_id as lookup1_111_0_, lookupvalu0_.lookup_name as lookup2_111_0_, lookupvalu0_.entity_id as entity3_111_0_ from lookup_value lookupvalu0_ where lookupvalu0_.lookup_id=180
		 1260 Query	select lookupvalu0_.lookup_id as lookup2_111_1_, lookupvalu0_.lookup_value_id as lookup1_1_, lookupvalu0_.lookup_value_id as lookup1_112_0_, lookupvalu0_.lookup_id as lookup2_112_0_, lookupvalu0_.lookup_value as lookup3_112_0_, lookupvalu0_.locale_id as locale4_112_0_ from lookup_value_locale lookupvalu0_ where lookupvalu0_.lookup_id=180
		 1260 Query	select officebo0_.office_id as col_0_0_, officebo0_.display_name as col_1_0_, officebo0_.office_level_id as col_2_0_, officebo0_.version_no as col_3_0_ from office officebo0_ where officebo0_.office_level_id=5 and officebo0_.status_id=1 and (officebo0_.search_id='1.1.' or officebo0_.search_id like '1.1.%.') order by officebo0_.display_name
110421 12:15:04	 1260 Query	rollback
		 1260 Query	SET autocommit=1
		 1260 Query	SET SESSION TRANSACTION ISOLATION LEVEL REPEATABLE READ
110421 12:15:06	 1260 Query	SET SESSION TRANSACTION ISOLATION LEVEL READ COMMITTED
		 1260 Query	SET autocommit=0
		 1260 Query	select personnelb0_.personnel_id as personnel1_16_2_, personnelb0_.version_no as version13_16_2_, personnelb0_.level_id as level10_16_2_, personnelb0_.office_id as office6_16_2_, personnelb0_.preferred_locale as preferred5_16_2_, personnelb0_.global_personnel_num as global14_16_2_, personnelb0_.display_name as display2_16_2_, personnelb0_.personnel_status as personnel9_16_2_, personnelb0_.title as title16_2_, personnelb0_.search_id as search16_16_2_, personnelb0_.max_child_count as max17_16_2_, personnelb0_.password as password16_2_, personnelb0_.login_name as login3_16_2_, personnelb0_.email_id as email18_16_2_, personnelb0_.password_changed as password8_16_2_, personnelb0_.created_by as created19_16_2_, personnelb0_.created_date as created20_16_2_, personnelb0_.updated_by as updated21_16_2_, personnelb0_.updated_date as updated22_16_2_, personnelb0_.last_login as last12_16_2_, personnelb0_.locked as locked16_2_, personnelb0_.no_of_tries as no7_16_2_, personneld1_.personnel_id as personnel1_28_0_, personneld1_.first_name as first2_28_0_, personneld1_.middle_name as middle3_28_0_, personneld1_.last_name as last4_28_0_, personneld1_.second_last_name as second5_28_0_, personneld1_.government_id_number as government6_28_0_, personneld1_.dob as dob28_0_, personneld1_.marital_status as marital8_28_0_, personneld1_.gender as gender28_0_, personneld1_.date_of_joining_mfi as date10_28_0_, personneld1_.date_of_joining_branch as date11_28_0_, personneld1_.date_of_leaving_branch as date12_28_0_, personneld1_.address_1 as address13_28_0_, personneld1_.address_2 as address14_28_0_, personneld1_.address_3 as address15_28_0_, personneld1_.city as city28_0_, personneld1_.state as state28_0_, personneld1_.country as country28_0_, personneld1_.postal_code as postal19_28_0_, personneld1_.telephone as telephone28_0_, personnelb2_.personnel_id as personnel1_16_1_, personnelb2_.version_no as version13_16_1_, personnelb2_.level_id as level10_16_1_, personnelb2_.office_id as office6_16_1_, personnelb2_.preferred_locale as preferred5_16_1_, personnelb2_.global_personnel_num as global14_16_1_, personnelb2_.display_name as display2_16_1_, personnelb2_.personnel_status as personnel9_16_1_, personnelb2_.title as title16_1_, personnelb2_.search_id as search16_16_1_, personnelb2_.max_child_count as max17_16_1_, personnelb2_.password as password16_1_, personnelb2_.login_name as login3_16_1_, personnelb2_.email_id as email18_16_1_, personnelb2_.password_changed as password8_16_1_, personnelb2_.created_by as created19_16_1_, personnelb2_.created_date as created20_16_1_, personnelb2_.updated_by as updated21_16_1_, personnelb2_.updated_date as updated22_16_1_, personnelb2_.last_login as last12_16_1_, personnelb2_.locked as locked16_1_, personnelb2_.no_of_tries as no7_16_1_ from personnel personnelb0_ left outer join personnel_details personneld1_ on personnelb0_.personnel_id=personneld1_.personnel_id left outer join personnel personnelb2_ on personneld1_.personnel_id=personnelb2_.personnel_id where personnelb0_.personnel_id=1
		 1260 Query	select personnell0_.level_id as level1_29_0_, personnell0_.interaction_flag as interact2_29_0_, personnell0_.level_name_id as level3_29_0_, personnell0_.parent_level_id as parent4_29_0_ from personnel_level personnell0_ where personnell0_.level_id=2
		 1260 Query	select personnell0_.level_id as level1_29_0_, personnell0_.interaction_flag as interact2_29_0_, personnell0_.level_name_id as level3_29_0_, personnell0_.parent_level_id as parent4_29_0_ from personnel_level personnell0_ where personnell0_.level_id=1
		 1260 Query	select officebo0_.office_id as office1_15_1_, officebo0_.version_no as version4_15_1_, officebo0_.search_id as search2_15_1_, officebo0_.display_name as display5_15_1_, officebo0_.created_date as created6_15_1_, officebo0_.updated_date as updated7_15_1_, officebo0_.global_office_num as global8_15_1_, officebo0_.max_child_count as max9_15_1_, officebo0_.local_remote_flag as local10_15_1_, officebo0_.created_by as created11_15_1_, officebo0_.updated_by as updated12_15_1_, officebo0_.office_short_name as office13_15_1_, officebo0_.office_level_id as office14_15_1_, officebo0_.parent_office_id as parent3_15_1_, officebo0_.status_id as status15_15_1_, officeaddr1_.office_address_id as office1_24_0_, officeaddr1_.address_1 as address2_24_0_, officeaddr1_.address_2 as address3_24_0_, officeaddr1_.address_3 as address4_24_0_, officeaddr1_.city as city24_0_, officeaddr1_.state as state24_0_, officeaddr1_.country as country24_0_, officeaddr1_.zip as zip24_0_, officeaddr1_.telephone as telephone24_0_, officeaddr1_.office_id as office10_24_0_ from office officebo0_ left outer join office_address officeaddr1_ on officebo0_.office_id=officeaddr1_.office_id where officebo0_.office_id=1
		 1260 Query	select personnels0_.personnel_status_id as personnel1_31_0_, personnels0_.lookup_id as lookup2_31_0_ from personnel_status personnels0_ where personnels0_.personnel_status_id=1
		 1260 Query	select personnelm0_.personnel_id as personnel7_16_1_, personnelm0_.personnel_movement_id as personnel1_1_, personnelm0_.personnel_movement_id as personnel1_30_0_, personnelm0_.status as status30_0_, personnelm0_.start_date as start3_30_0_, personnelm0_.end_date as end4_30_0_, personnelm0_.updated_by as updated5_30_0_, personnelm0_.updated_date as updated6_30_0_, personnelm0_.personnel_id as personnel7_30_0_, personnelm0_.office_id as office8_30_0_ from personnel_movement personnelm0_ where personnelm0_.personnel_id=1
		 1260 Query	select personnelr0_.personnel_id as personnel2_16_1_, personnelr0_.personnel_role_id as personnel1_1_, personnelr0_.personnel_role_id as personnel1_17_0_, personnelr0_.personnel_id as personnel2_17_0_, personnelr0_.role_id as role3_17_0_ from personnel_role personnelr0_ where personnelr0_.personnel_id=1
		 1260 Query	select rolebo0_.role_id as role1_147_0_, rolebo0_.version_no as version2_147_0_, rolebo0_.role_name as role3_147_0_, rolebo0_.created_date as created4_147_0_, rolebo0_.created_by as created5_147_0_, rolebo0_.updated_by as updated6_147_0_, rolebo0_.updated_date as updated7_147_0_ from role rolebo0_ where rolebo0_.role_id=1
		 1260 Query	select officebo0_.office_id as office1_15_, officebo0_.version_no as version4_15_, officebo0_.search_id as search2_15_, officebo0_.display_name as display5_15_, officebo0_.created_date as created6_15_, officebo0_.updated_date as updated7_15_, officebo0_.global_office_num as global8_15_, officebo0_.max_child_count as max9_15_, officebo0_.local_remote_flag as local10_15_, officebo0_.created_by as created11_15_, officebo0_.updated_by as updated12_15_, officebo0_.office_short_name as office13_15_, officebo0_.office_level_id as office14_15_, officebo0_.parent_office_id as parent3_15_, officebo0_.status_id as status15_15_ from office officebo0_ where (officebo0_.search_id like '1.1.%') and officebo0_.office_level_id=5 and officebo0_.status_id=1 order by officebo0_.display_name
110421 12:15:07	 1260 Query	rollback
		 1260 Query	SET autocommit=1
		 1260 Query	SET SESSION TRANSACTION ISOLATION LEVEL REPEATABLE READ
110421 12:15:19	 1261 Quit	
		 1257 Quit	
		 1260 Quit	
		 1259 Query	rollback
		 1259 Quit	
		 1258 Quit	
